accessionVersion	clade	outbreak	lineage	outbreakLineage	sampleCollectionDate	geoLocCountry	geoLocAdmin1	authors	authorAffiliations	hostNameScientific	length	earliestReleaseDate	submissionId	groupName	dataUseTerms	dataUseTermsUrl	biosampleAccession	completeness	geoLocAdmin2	geoLocCity	insdcAccessionFull	insdcRawReadsAccession	isLabHost	specimenCollectorSampleId	totalAmbiguousNucs	totalUnknownNucs
PP_006KSW4.1	Ib	sh2023	A.5	sh2023/A.5	2025-01-20	Uganda	Nakasongola	Kanyerezi, Stephen; Ayitewala, Alisen; Nsawotebba, Andrew; Kabahita, Jupiter Marina; Oundo, Hellen Rosette; Seruyange, Julius; Tenywa, Wilson; Tusabe, Godwin; Were, Stacy; Murungi, Moses; Nakintu, Valeria; Makoha, Caroline; Sserwadda, Ivan; Onywera, Harris; Tanui, Collins; Mugerwa, Ibrahim; Kagirita, Atek; Lubwama, Benard; Eilu, Roggers Michael; Kateete, David Patrick; Otita, Morgan; Giduddu, Samuel; Jjingo, Daudi; Mboowa, Gerald; Ssemaganda, Aloysious; Nabadda, Susan; Tessema, Sofonias K.; Ssewanyana, Isaac	Department of National Health Laboratory and Diagnostics Services, Central Public Health Laboratories (NHLDS-CPHL), Ministry of Health, P.O. Box 7272, Kampala, Uganda;The African Center of Excellence in Bioinformatics and Data-Intensive Sciences, the Infectious Diseases Institute, College of Health Sciences, Makerere University, P.O Box 22418, Kampala, Uganda;Department of Immunology and Molecular Biology, School of Biomedical Sciences, College of Health Sciences,  Makerere University, P.O Box 7072, Kampala, Uganda;Africa Centers for Disease Control and Prevention (Africa CDC), Addis Ababa, Ethiopia;Amsterdam Institute for Global Health and Development (AIGHD), Department of Global Health, Academic Medical Center, Amsterdam, The Netherlands;Broad Institute of Harvard and MIT, Cambridge, MA 02142, USA;National Public Health Emergency Operations Center-PEOC, Ministry of Health;Department of Global Health Security, Infectious Diseases Institute, Makerere University, Kampala, Uganda;Uganda National Institute of Public Health, Ministry of Health;Infectious Diseases Research Collaboration, Kampala, Uganda	Homo sapiens	189167	2026-03-16	CL291442	Uganda MPOX	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA122172436	0.9122048182385185			OZ461487.1				0	9674
PP_006KSX2.1	Ib	sh2023	A.4	sh2023/A.4	2025-01-20	Uganda	Kampala	Kanyerezi, Stephen; Ayitewala, Alisen; Nsawotebba, Andrew; Kabahita, Jupiter Marina; Oundo, Hellen Rosette; Seruyange, Julius; Tenywa, Wilson; Tusabe, Godwin; Were, Stacy; Murungi, Moses; Nakintu, Valeria; Makoha, Caroline; Sserwadda, Ivan; Onywera, Harris; Tanui, Collins; Mugerwa, Ibrahim; Kagirita, Atek; Lubwama, Benard; Eilu, Roggers Michael; Kateete, David Patrick; Otita, Morgan; Giduddu, Samuel; Jjingo, Daudi; Mboowa, Gerald; Ssemaganda, Aloysious; Nabadda, Susan; Tessema, Sofonias K.; Ssewanyana, Isaac	Department of National Health Laboratory and Diagnostics Services, Central Public Health Laboratories (NHLDS-CPHL), Ministry of Health, P.O. Box 7272, Kampala, Uganda;The African Center of Excellence in Bioinformatics and Data-Intensive Sciences, the Infectious Diseases Institute, College of Health Sciences, Makerere University, P.O Box 22418, Kampala, Uganda;Department of Immunology and Molecular Biology, School of Biomedical Sciences, College of Health Sciences,  Makerere University, P.O Box 7072, Kampala, Uganda;Africa Centers for Disease Control and Prevention (Africa CDC), Addis Ababa, Ethiopia;Amsterdam Institute for Global Health and Development (AIGHD), Department of Global Health, Academic Medical Center, Amsterdam, The Netherlands;Broad Institute of Harvard and MIT, Cambridge, MA 02142, USA;National Public Health Emergency Operations Center-PEOC, Ministry of Health;Department of Global Health Security, Infectious Diseases Institute, Makerere University, Kampala, Uganda;Uganda National Institute of Public Health, Ministry of Health;Infectious Diseases Research Collaboration, Kampala, Uganda	Homo sapiens	189094	2026-03-16	CL291444	Uganda MPOX	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA122172437	0.9208453975224254			OZ461582.1				0	7951
PP_006KSY0.1	Ib	sh2023	A.4	sh2023/A.4	2025-01-18	Uganda	Kampala	Kanyerezi, Stephen; Ayitewala, Alisen; Nsawotebba, Andrew; Kabahita, Jupiter Marina; Oundo, Hellen Rosette; Seruyange, Julius; Tenywa, Wilson; Tusabe, Godwin; Were, Stacy; Murungi, Moses; Nakintu, Valeria; Makoha, Caroline; Sserwadda, Ivan; Onywera, Harris; Tanui, Collins; Mugerwa, Ibrahim; Kagirita, Atek; Lubwama, Benard; Eilu, Roggers Michael; Kateete, David Patrick; Otita, Morgan; Giduddu, Samuel; Jjingo, Daudi; Mboowa, Gerald; Ssemaganda, Aloysious; Nabadda, Susan; Tessema, Sofonias K.; Ssewanyana, Isaac	Department of National Health Laboratory and Diagnostics Services, Central Public Health Laboratories (NHLDS-CPHL), Ministry of Health, P.O. Box 7272, Kampala, Uganda;The African Center of Excellence in Bioinformatics and Data-Intensive Sciences, the Infectious Diseases Institute, College of Health Sciences, Makerere University, P.O Box 22418, Kampala, Uganda;Department of Immunology and Molecular Biology, School of Biomedical Sciences, College of Health Sciences,  Makerere University, P.O Box 7072, Kampala, Uganda;Africa Centers for Disease Control and Prevention (Africa CDC), Addis Ababa, Ethiopia;Amsterdam Institute for Global Health and Development (AIGHD), Department of Global Health, Academic Medical Center, Amsterdam, The Netherlands;Broad Institute of Harvard and MIT, Cambridge, MA 02142, USA;National Public Health Emergency Operations Center-PEOC, Ministry of Health;Department of Global Health Security, Infectious Diseases Institute, Makerere University, Kampala, Uganda;Uganda National Institute of Public Health, Ministry of Health;Infectious Diseases Research Collaboration, Kampala, Uganda	Homo sapiens	188820	2026-03-16	CL291447	Uganda MPOX	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA122172438	0.821032508658327			OZ461589.1				0	27314
PP_006KSZY.1	Ib	sh2023	A.4	sh2023/A.4	2025-01-20	Uganda	Kampala	Kanyerezi, Stephen; Ayitewala, Alisen; Nsawotebba, Andrew; Kabahita, Jupiter Marina; Oundo, Hellen Rosette; Seruyange, Julius; Tenywa, Wilson; Tusabe, Godwin; Were, Stacy; Murungi, Moses; Nakintu, Valeria; Makoha, Caroline; Sserwadda, Ivan; Onywera, Harris; Tanui, Collins; Mugerwa, Ibrahim; Kagirita, Atek; Lubwama, Benard; Eilu, Roggers Michael; Kateete, David Patrick; Otita, Morgan; Giduddu, Samuel; Jjingo, Daudi; Mboowa, Gerald; Ssemaganda, Aloysious; Nabadda, Susan; Tessema, Sofonias K.; Ssewanyana, Isaac	Department of National Health Laboratory and Diagnostics Services, Central Public Health Laboratories (NHLDS-CPHL), Ministry of Health, P.O. Box 7272, Kampala, Uganda;The African Center of Excellence in Bioinformatics and Data-Intensive Sciences, the Infectious Diseases Institute, College of Health Sciences, Makerere University, P.O Box 22418, Kampala, Uganda;Department of Immunology and Molecular Biology, School of Biomedical Sciences, College of Health Sciences,  Makerere University, P.O Box 7072, Kampala, Uganda;Africa Centers for Disease Control and Prevention (Africa CDC), Addis Ababa, Ethiopia;Amsterdam Institute for Global Health and Development (AIGHD), Department of Global Health, Academic Medical Center, Amsterdam, The Netherlands;Broad Institute of Harvard and MIT, Cambridge, MA 02142, USA;National Public Health Emergency Operations Center-PEOC, Ministry of Health;Department of Global Health Security, Infectious Diseases Institute, Makerere University, Kampala, Uganda;Uganda National Institute of Public Health, Ministry of Health;Infectious Diseases Research Collaboration, Kampala, Uganda	Homo sapiens	189125	2026-03-16	CL291450	Uganda MPOX	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA122172439	0.9174733404662059			OZ461495.1				0	8635
PP_006KT0W.1	Ib	sh2023	A.5	sh2023/A.5	2025-01-20	Uganda	Kampala	Kanyerezi, Stephen; Ayitewala, Alisen; Nsawotebba, Andrew; Kabahita, Jupiter Marina; Oundo, Hellen Rosette; Seruyange, Julius; Tenywa, Wilson; Tusabe, Godwin; Were, Stacy; Murungi, Moses; Nakintu, Valeria; Makoha, Caroline; Sserwadda, Ivan; Onywera, Harris; Tanui, Collins; Mugerwa, Ibrahim; Kagirita, Atek; Lubwama, Benard; Eilu, Roggers Michael; Kateete, David Patrick; Otita, Morgan; Giduddu, Samuel; Jjingo, Daudi; Mboowa, Gerald; Ssemaganda, Aloysious; Nabadda, Susan; Tessema, Sofonias K.; Ssewanyana, Isaac	Department of National Health Laboratory and Diagnostics Services, Central Public Health Laboratories (NHLDS-CPHL), Ministry of Health, P.O. Box 7272, Kampala, Uganda;The African Center of Excellence in Bioinformatics and Data-Intensive Sciences, the Infectious Diseases Institute, College of Health Sciences, Makerere University, P.O Box 22418, Kampala, Uganda;Department of Immunology and Molecular Biology, School of Biomedical Sciences, College of Health Sciences,  Makerere University, P.O Box 7072, Kampala, Uganda;Africa Centers for Disease Control and Prevention (Africa CDC), Addis Ababa, Ethiopia;Amsterdam Institute for Global Health and Development (AIGHD), Department of Global Health, Academic Medical Center, Amsterdam, The Netherlands;Broad Institute of Harvard and MIT, Cambridge, MA 02142, USA;National Public Health Emergency Operations Center-PEOC, Ministry of Health;Department of Global Health Security, Infectious Diseases Institute, Makerere University, Kampala, Uganda;Uganda National Institute of Public Health, Ministry of Health;Infectious Diseases Research Collaboration, Kampala, Uganda	Homo sapiens	187977	2026-03-16	CL291453	Uganda MPOX	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA122172440	0.9160129608689258			OZ461591.1				0	8923
PP_006KT1U.1	Ib	sh2023	A.4	sh2023/A.4	2025-01-20	Uganda	Kampala	Kanyerezi, Stephen; Ayitewala, Alisen; Nsawotebba, Andrew; Kabahita, Jupiter Marina; Oundo, Hellen Rosette; Seruyange, Julius; Tenywa, Wilson; Tusabe, Godwin; Were, Stacy; Murungi, Moses; Nakintu, Valeria; Makoha, Caroline; Sserwadda, Ivan; Onywera, Harris; Tanui, Collins; Mugerwa, Ibrahim; Kagirita, Atek; Lubwama, Benard; Eilu, Roggers Michael; Kateete, David Patrick; Otita, Morgan; Giduddu, Samuel; Jjingo, Daudi; Mboowa, Gerald; Ssemaganda, Aloysious; Nabadda, Susan; Tessema, Sofonias K.; Ssewanyana, Isaac	Department of National Health Laboratory and Diagnostics Services, Central Public Health Laboratories (NHLDS-CPHL), Ministry of Health, P.O. Box 7272, Kampala, Uganda;The African Center of Excellence in Bioinformatics and Data-Intensive Sciences, the Infectious Diseases Institute, College of Health Sciences, Makerere University, P.O Box 22418, Kampala, Uganda;Department of Immunology and Molecular Biology, School of Biomedical Sciences, College of Health Sciences,  Makerere University, P.O Box 7072, Kampala, Uganda;Africa Centers for Disease Control and Prevention (Africa CDC), Addis Ababa, Ethiopia;Amsterdam Institute for Global Health and Development (AIGHD), Department of Global Health, Academic Medical Center, Amsterdam, The Netherlands;Broad Institute of Harvard and MIT, Cambridge, MA 02142, USA;National Public Health Emergency Operations Center-PEOC, Ministry of Health;Department of Global Health Security, Infectious Diseases Institute, Makerere University, Kampala, Uganda;Uganda National Institute of Public Health, Ministry of Health;Infectious Diseases Research Collaboration, Kampala, Uganda	Homo sapiens	187978	2026-03-16	CL291454	Uganda MPOX	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA122172441	0.9181426811149592			OZ461512.1				0	8498
PP_006KT2S.1	Ib	sh2023	A.4	sh2023/A.4	2025-01-20	Uganda	Kampala	Kanyerezi, Stephen; Ayitewala, Alisen; Nsawotebba, Andrew; Kabahita, Jupiter Marina; Oundo, Hellen Rosette; Seruyange, Julius; Tenywa, Wilson; Tusabe, Godwin; Were, Stacy; Murungi, Moses; Nakintu, Valeria; Makoha, Caroline; Sserwadda, Ivan; Onywera, Harris; Tanui, Collins; Mugerwa, Ibrahim; Kagirita, Atek; Lubwama, Benard; Eilu, Roggers Michael; Kateete, David Patrick; Otita, Morgan; Giduddu, Samuel; Jjingo, Daudi; Mboowa, Gerald; Ssemaganda, Aloysious; Nabadda, Susan; Tessema, Sofonias K.; Ssewanyana, Isaac	Department of National Health Laboratory and Diagnostics Services, Central Public Health Laboratories (NHLDS-CPHL), Ministry of Health, P.O. Box 7272, Kampala, Uganda;The African Center of Excellence in Bioinformatics and Data-Intensive Sciences, the Infectious Diseases Institute, College of Health Sciences, Makerere University, P.O Box 22418, Kampala, Uganda;Department of Immunology and Molecular Biology, School of Biomedical Sciences, College of Health Sciences,  Makerere University, P.O Box 7072, Kampala, Uganda;Africa Centers for Disease Control and Prevention (Africa CDC), Addis Ababa, Ethiopia;Amsterdam Institute for Global Health and Development (AIGHD), Department of Global Health, Academic Medical Center, Amsterdam, The Netherlands;Broad Institute of Harvard and MIT, Cambridge, MA 02142, USA;National Public Health Emergency Operations Center-PEOC, Ministry of Health;Department of Global Health Security, Infectious Diseases Institute, Makerere University, Kampala, Uganda;Uganda National Institute of Public Health, Ministry of Health;Infectious Diseases Research Collaboration, Kampala, Uganda	Homo sapiens	187977	2026-03-16	CL291456	Uganda MPOX	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA122172442	0.9136651978357986			OZ461500.1				0	9386
PP_006KT3Q.1	Ib	sh2023	A.5	sh2023/A.5	2025-01-20	Uganda	Kampala	Kanyerezi, Stephen; Ayitewala, Alisen; Nsawotebba, Andrew; Kabahita, Jupiter Marina; Oundo, Hellen Rosette; Seruyange, Julius; Tenywa, Wilson; Tusabe, Godwin; Were, Stacy; Murungi, Moses; Nakintu, Valeria; Makoha, Caroline; Sserwadda, Ivan; Onywera, Harris; Tanui, Collins; Mugerwa, Ibrahim; Kagirita, Atek; Lubwama, Benard; Eilu, Roggers Michael; Kateete, David Patrick; Otita, Morgan; Giduddu, Samuel; Jjingo, Daudi; Mboowa, Gerald; Ssemaganda, Aloysious; Nabadda, Susan; Tessema, Sofonias K.; Ssewanyana, Isaac	Department of National Health Laboratory and Diagnostics Services, Central Public Health Laboratories (NHLDS-CPHL), Ministry of Health, P.O. Box 7272, Kampala, Uganda;The African Center of Excellence in Bioinformatics and Data-Intensive Sciences, the Infectious Diseases Institute, College of Health Sciences, Makerere University, P.O Box 22418, Kampala, Uganda;Department of Immunology and Molecular Biology, School of Biomedical Sciences, College of Health Sciences,  Makerere University, P.O Box 7072, Kampala, Uganda;Africa Centers for Disease Control and Prevention (Africa CDC), Addis Ababa, Ethiopia;Amsterdam Institute for Global Health and Development (AIGHD), Department of Global Health, Academic Medical Center, Amsterdam, The Netherlands;Broad Institute of Harvard and MIT, Cambridge, MA 02142, USA;National Public Health Emergency Operations Center-PEOC, Ministry of Health;Department of Global Health Security, Infectious Diseases Institute, Makerere University, Kampala, Uganda;Uganda National Institute of Public Health, Ministry of Health;Infectious Diseases Research Collaboration, Kampala, Uganda	Homo sapiens	186346	2026-03-16	CL291457	Uganda MPOX	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA122172443	0.7145110010192233			OZ461555.1				0	47043
PP_006KT4N.1	Ib	sh2023	A.4	sh2023/A.4	2025-01-20	Uganda	Kampala	Kanyerezi, Stephen; Ayitewala, Alisen; Nsawotebba, Andrew; Kabahita, Jupiter Marina; Oundo, Hellen Rosette; Seruyange, Julius; Tenywa, Wilson; Tusabe, Godwin; Were, Stacy; Murungi, Moses; Nakintu, Valeria; Makoha, Caroline; Sserwadda, Ivan; Onywera, Harris; Tanui, Collins; Mugerwa, Ibrahim; Kagirita, Atek; Lubwama, Benard; Eilu, Roggers Michael; Kateete, David Patrick; Otita, Morgan; Giduddu, Samuel; Jjingo, Daudi; Mboowa, Gerald; Ssemaganda, Aloysious; Nabadda, Susan; Tessema, Sofonias K.; Ssewanyana, Isaac	Department of National Health Laboratory and Diagnostics Services, Central Public Health Laboratories (NHLDS-CPHL), Ministry of Health, P.O. Box 7272, Kampala, Uganda;The African Center of Excellence in Bioinformatics and Data-Intensive Sciences, the Infectious Diseases Institute, College of Health Sciences, Makerere University, P.O Box 22418, Kampala, Uganda;Department of Immunology and Molecular Biology, School of Biomedical Sciences, College of Health Sciences,  Makerere University, P.O Box 7072, Kampala, Uganda;Africa Centers for Disease Control and Prevention (Africa CDC), Addis Ababa, Ethiopia;Amsterdam Institute for Global Health and Development (AIGHD), Department of Global Health, Academic Medical Center, Amsterdam, The Netherlands;Broad Institute of Harvard and MIT, Cambridge, MA 02142, USA;National Public Health Emergency Operations Center-PEOC, Ministry of Health;Department of Global Health Security, Infectious Diseases Institute, Makerere University, Kampala, Uganda;Uganda National Institute of Public Health, Ministry of Health;Infectious Diseases Research Collaboration, Kampala, Uganda	Homo sapiens	188734	2026-03-16	CL291467	Uganda MPOX	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA122172444	0.7989138426745229			OZ461567.1				0	31582
PP_006KT5L.1	Ib	sh2023	A.4	sh2023/A.4	2025-01-18	Uganda	Kampala	Kanyerezi, Stephen; Ayitewala, Alisen; Nsawotebba, Andrew; Kabahita, Jupiter Marina; Oundo, Hellen Rosette; Seruyange, Julius; Tenywa, Wilson; Tusabe, Godwin; Were, Stacy; Murungi, Moses; Nakintu, Valeria; Makoha, Caroline; Sserwadda, Ivan; Onywera, Harris; Tanui, Collins; Mugerwa, Ibrahim; Kagirita, Atek; Lubwama, Benard; Eilu, Roggers Michael; Kateete, David Patrick; Otita, Morgan; Giduddu, Samuel; Jjingo, Daudi; Mboowa, Gerald; Ssemaganda, Aloysious; Nabadda, Susan; Tessema, Sofonias K.; Ssewanyana, Isaac	Department of National Health Laboratory and Diagnostics Services, Central Public Health Laboratories (NHLDS-CPHL), Ministry of Health, P.O. Box 7272, Kampala, Uganda;The African Center of Excellence in Bioinformatics and Data-Intensive Sciences, the Infectious Diseases Institute, College of Health Sciences, Makerere University, P.O Box 22418, Kampala, Uganda;Department of Immunology and Molecular Biology, School of Biomedical Sciences, College of Health Sciences,  Makerere University, P.O Box 7072, Kampala, Uganda;Africa Centers for Disease Control and Prevention (Africa CDC), Addis Ababa, Ethiopia;Amsterdam Institute for Global Health and Development (AIGHD), Department of Global Health, Academic Medical Center, Amsterdam, The Netherlands;Broad Institute of Harvard and MIT, Cambridge, MA 02142, USA;National Public Health Emergency Operations Center-PEOC, Ministry of Health;Department of Global Health Security, Infectious Diseases Institute, Makerere University, Kampala, Uganda;Uganda National Institute of Public Health, Ministry of Health;Infectious Diseases Research Collaboration, Kampala, Uganda	Homo sapiens	189114	2026-03-16	CL291471	Uganda MPOX	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA122172445	0.9049079910146088			OZ461570.1				0	11113
PP_006KT6J.1	Ib	sh2023	A.4	sh2023/A.4	2025-01-17	Uganda	Luweero	Kanyerezi, Stephen; Ayitewala, Alisen; Nsawotebba, Andrew; Kabahita, Jupiter Marina; Oundo, Hellen Rosette; Seruyange, Julius; Tenywa, Wilson; Tusabe, Godwin; Were, Stacy; Murungi, Moses; Nakintu, Valeria; Makoha, Caroline; Sserwadda, Ivan; Onywera, Harris; Tanui, Collins; Mugerwa, Ibrahim; Kagirita, Atek; Lubwama, Benard; Eilu, Roggers Michael; Kateete, David Patrick; Otita, Morgan; Giduddu, Samuel; Jjingo, Daudi; Mboowa, Gerald; Ssemaganda, Aloysious; Nabadda, Susan; Tessema, Sofonias K.; Ssewanyana, Isaac	Department of National Health Laboratory and Diagnostics Services, Central Public Health Laboratories (NHLDS-CPHL), Ministry of Health, P.O. Box 7272, Kampala, Uganda;The African Center of Excellence in Bioinformatics and Data-Intensive Sciences, the Infectious Diseases Institute, College of Health Sciences, Makerere University, P.O Box 22418, Kampala, Uganda;Department of Immunology and Molecular Biology, School of Biomedical Sciences, College of Health Sciences,  Makerere University, P.O Box 7072, Kampala, Uganda;Africa Centers for Disease Control and Prevention (Africa CDC), Addis Ababa, Ethiopia;Amsterdam Institute for Global Health and Development (AIGHD), Department of Global Health, Academic Medical Center, Amsterdam, The Netherlands;Broad Institute of Harvard and MIT, Cambridge, MA 02142, USA;National Public Health Emergency Operations Center-PEOC, Ministry of Health;Department of Global Health Security, Infectious Diseases Institute, Makerere University, Kampala, Uganda;Uganda National Institute of Public Health, Ministry of Health;Infectious Diseases Research Collaboration, Kampala, Uganda	Homo sapiens	189113	2026-03-16	CL291476	Uganda MPOX	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA122172446	0.9111551704029734			OZ461569.1				0	9881
PP_006KT7G.1	Ib	sh2023	A.4	sh2023/A.4	2025-01-21	Uganda	Kampala	Kanyerezi, Stephen; Ayitewala, Alisen; Nsawotebba, Andrew; Kabahita, Jupiter Marina; Oundo, Hellen Rosette; Seruyange, Julius; Tenywa, Wilson; Tusabe, Godwin; Were, Stacy; Murungi, Moses; Nakintu, Valeria; Makoha, Caroline; Sserwadda, Ivan; Onywera, Harris; Tanui, Collins; Mugerwa, Ibrahim; Kagirita, Atek; Lubwama, Benard; Eilu, Roggers Michael; Kateete, David Patrick; Otita, Morgan; Giduddu, Samuel; Jjingo, Daudi; Mboowa, Gerald; Ssemaganda, Aloysious; Nabadda, Susan; Tessema, Sofonias K.; Ssewanyana, Isaac	Department of National Health Laboratory and Diagnostics Services, Central Public Health Laboratories (NHLDS-CPHL), Ministry of Health, P.O. Box 7272, Kampala, Uganda;The African Center of Excellence in Bioinformatics and Data-Intensive Sciences, the Infectious Diseases Institute, College of Health Sciences, Makerere University, P.O Box 22418, Kampala, Uganda;Department of Immunology and Molecular Biology, School of Biomedical Sciences, College of Health Sciences,  Makerere University, P.O Box 7072, Kampala, Uganda;Africa Centers for Disease Control and Prevention (Africa CDC), Addis Ababa, Ethiopia;Amsterdam Institute for Global Health and Development (AIGHD), Department of Global Health, Academic Medical Center, Amsterdam, The Netherlands;Broad Institute of Harvard and MIT, Cambridge, MA 02142, USA;National Public Health Emergency Operations Center-PEOC, Ministry of Health;Department of Global Health Security, Infectious Diseases Institute, Makerere University, Kampala, Uganda;Uganda National Institute of Public Health, Ministry of Health;Infectious Diseases Research Collaboration, Kampala, Uganda	Homo sapiens	189064	2026-03-16	CL291482	Uganda MPOX	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA122172447	0.8842344923406132			OZ461561.1				0	15095
PP_006KT8E.1	Ib	sh2023	A	sh2023/A	2025-01-20	Uganda	Kampala	Kanyerezi, Stephen; Ayitewala, Alisen; Nsawotebba, Andrew; Kabahita, Jupiter Marina; Oundo, Hellen Rosette; Seruyange, Julius; Tenywa, Wilson; Tusabe, Godwin; Were, Stacy; Murungi, Moses; Nakintu, Valeria; Makoha, Caroline; Sserwadda, Ivan; Onywera, Harris; Tanui, Collins; Mugerwa, Ibrahim; Kagirita, Atek; Lubwama, Benard; Eilu, Roggers Michael; Kateete, David Patrick; Otita, Morgan; Giduddu, Samuel; Jjingo, Daudi; Mboowa, Gerald; Ssemaganda, Aloysious; Nabadda, Susan; Tessema, Sofonias K.; Ssewanyana, Isaac	Department of National Health Laboratory and Diagnostics Services, Central Public Health Laboratories (NHLDS-CPHL), Ministry of Health, P.O. Box 7272, Kampala, Uganda;The African Center of Excellence in Bioinformatics and Data-Intensive Sciences, the Infectious Diseases Institute, College of Health Sciences, Makerere University, P.O Box 22418, Kampala, Uganda;Department of Immunology and Molecular Biology, School of Biomedical Sciences, College of Health Sciences,  Makerere University, P.O Box 7072, Kampala, Uganda;Africa Centers for Disease Control and Prevention (Africa CDC), Addis Ababa, Ethiopia;Amsterdam Institute for Global Health and Development (AIGHD), Department of Global Health, Academic Medical Center, Amsterdam, The Netherlands;Broad Institute of Harvard and MIT, Cambridge, MA 02142, USA;National Public Health Emergency Operations Center-PEOC, Ministry of Health;Department of Global Health Security, Infectious Diseases Institute, Makerere University, Kampala, Uganda;Uganda National Institute of Public Health, Ministry of Health;Infectious Diseases Research Collaboration, Kampala, Uganda	Homo sapiens	188817	2026-03-16	CL291484	Uganda MPOX	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA122172448	0.8096892129669538			OZ461556.1				0	29582
PP_006KT9C.1	Ib	sh2023	A.4	sh2023/A.4	2025-01-20	Uganda	Kampala	Kanyerezi, Stephen; Ayitewala, Alisen; Nsawotebba, Andrew; Kabahita, Jupiter Marina; Oundo, Hellen Rosette; Seruyange, Julius; Tenywa, Wilson; Tusabe, Godwin; Were, Stacy; Murungi, Moses; Nakintu, Valeria; Makoha, Caroline; Sserwadda, Ivan; Onywera, Harris; Tanui, Collins; Mugerwa, Ibrahim; Kagirita, Atek; Lubwama, Benard; Eilu, Roggers Michael; Kateete, David Patrick; Otita, Morgan; Giduddu, Samuel; Jjingo, Daudi; Mboowa, Gerald; Ssemaganda, Aloysious; Nabadda, Susan; Tessema, Sofonias K.; Ssewanyana, Isaac	Department of National Health Laboratory and Diagnostics Services, Central Public Health Laboratories (NHLDS-CPHL), Ministry of Health, P.O. Box 7272, Kampala, Uganda;The African Center of Excellence in Bioinformatics and Data-Intensive Sciences, the Infectious Diseases Institute, College of Health Sciences, Makerere University, P.O Box 22418, Kampala, Uganda;Department of Immunology and Molecular Biology, School of Biomedical Sciences, College of Health Sciences,  Makerere University, P.O Box 7072, Kampala, Uganda;Africa Centers for Disease Control and Prevention (Africa CDC), Addis Ababa, Ethiopia;Amsterdam Institute for Global Health and Development (AIGHD), Department of Global Health, Academic Medical Center, Amsterdam, The Netherlands;Broad Institute of Harvard and MIT, Cambridge, MA 02142, USA;National Public Health Emergency Operations Center-PEOC, Ministry of Health;Department of Global Health Security, Infectious Diseases Institute, Makerere University, Kampala, Uganda;Uganda National Institute of Public Health, Ministry of Health;Infectious Diseases Research Collaboration, Kampala, Uganda	Homo sapiens	188992	2026-03-16	CL291486	Uganda MPOX	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA122172449	0.8678407172086466			OZ461566.1				0	18302
PP_006KTAA.1	Ib	sh2023	A.4	sh2023/A.4	2025-01-20	Uganda	Kampala	Kanyerezi, Stephen; Ayitewala, Alisen; Nsawotebba, Andrew; Kabahita, Jupiter Marina; Oundo, Hellen Rosette; Seruyange, Julius; Tenywa, Wilson; Tusabe, Godwin; Were, Stacy; Murungi, Moses; Nakintu, Valeria; Makoha, Caroline; Sserwadda, Ivan; Onywera, Harris; Tanui, Collins; Mugerwa, Ibrahim; Kagirita, Atek; Lubwama, Benard; Eilu, Roggers Michael; Kateete, David Patrick; Otita, Morgan; Giduddu, Samuel; Jjingo, Daudi; Mboowa, Gerald; Ssemaganda, Aloysious; Nabadda, Susan; Tessema, Sofonias K.; Ssewanyana, Isaac	Department of National Health Laboratory and Diagnostics Services, Central Public Health Laboratories (NHLDS-CPHL), Ministry of Health, P.O. Box 7272, Kampala, Uganda;The African Center of Excellence in Bioinformatics and Data-Intensive Sciences, the Infectious Diseases Institute, College of Health Sciences, Makerere University, P.O Box 22418, Kampala, Uganda;Department of Immunology and Molecular Biology, School of Biomedical Sciences, College of Health Sciences,  Makerere University, P.O Box 7072, Kampala, Uganda;Africa Centers for Disease Control and Prevention (Africa CDC), Addis Ababa, Ethiopia;Amsterdam Institute for Global Health and Development (AIGHD), Department of Global Health, Academic Medical Center, Amsterdam, The Netherlands;Broad Institute of Harvard and MIT, Cambridge, MA 02142, USA;National Public Health Emergency Operations Center-PEOC, Ministry of Health;Department of Global Health Security, Infectious Diseases Institute, Makerere University, Kampala, Uganda;Uganda National Institute of Public Health, Ministry of Health;Infectious Diseases Research Collaboration, Kampala, Uganda	Homo sapiens	188621	2026-03-16	CL291487	Uganda MPOX	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA122172450	0.7405595079332079			OZ461573.1				0	42975
