Accession	BioProjects	BioSample accession	Completeness	Gene count	Geographic Location	Geographic Region	Geographic State	Host Common Name	Host Infraspecific Names Breed	Host Infraspecific Names Cultivar	Host Infraspecific Names Ecotype	Host Infraspecific Names Isolate	Host Infraspecific Names Sex	Host Infraspecific Names Strain	Host Name	Host Pangolin Classification	Host Taxonomic ID	Is Annotated	Is Complete	Is Lab Host	Is Vaccine Strain	Isolate Collection date	Isolate Lineage	Isolate Lineage source	Lab Host	Length	Mature peptide count	Molecule type	Nucleotide completeness	Protein count	Purpose of Sampling	Release date	Segment	Source database	SRA Accessions	Submitter Affiliation	Submitter Country	Submitter Names	Update date	Virus Common Name	Virus Infraspecific Names Breed	Virus Infraspecific Names Cultivar	Virus Infraspecific Names Ecotype	Virus Infraspecific Names Isolate	Virus Infraspecific Names Sex	Virus Infraspecific Names Strain	Virus Name	Virus Pangolin Classification	Virus Taxonomic ID
PQ040107.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2014	VZV14-4			1065				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040108.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2014	VZV14-5			1065				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040109.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2014	VZV14-6			1065				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040110.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2014	VZV14-8			1065				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040111.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2014	VZV14-9			1065				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040112.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2014	VZV14-10			1065				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040113.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2014	VZV14-12			1065				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040114.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2015	VZV15-1			1065				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040115.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2015	VZV15-11			1065				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040116.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2016	VZV16-2			1065				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040117.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2016	VZV16-4			1065				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040118.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2016	VZV16-5			1065				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040119.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2016	VZV16-7			1065				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040120.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2016	VZV16-8			1065				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040121.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2017	VZV17-6			1065				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040122.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2017	VZV17-9			1065				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040123.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2018	VZV18-2			1065				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040124.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2019	VZV19-3			1065				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040125.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2020	VZV20-4			1065				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040126.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2021	VZV21-1			1065				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040127.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2021	VZV21-4			1065				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040128.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2022	VZV22-2			1065				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040129.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2022	VZV22-3			1065				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040130.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2023	VZV23-1			1065				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040131.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2023	VZV23-2			1065				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040132.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2023	VZV23-6			1065				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040133.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2023	VZV23-7			1065				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040134.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2024	VZV24-1			1065				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040135.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2024	VZV24-2			1065				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040136.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2010	VZV10-14			1872				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040137.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2010	VZV10-16			1872				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040138.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2011	VZV11-3			1872				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040139.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2011	VZV11-5			1872				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040140.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2012	VZV12-1			1872				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040141.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2012	VZV12-5			1872				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040142.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2013	VZV13-3			1872				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040143.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2013	VZV13-7			1872				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040144.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2014	VZV14-2			1872				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040145.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2014	VZV14-4			1872				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040146.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2014	VZV14-5			1872				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040147.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2014	VZV14-6			1872				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040148.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2014	VZV14-8			1872				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040149.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2014	VZV14-9			1872				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040150.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2014	VZV14-10			1872				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040151.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2014	VZV14-12			1872				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040152.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2015	VZV15-1			1872				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040153.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2015	VZV15-11			1872				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040154.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2016	VZV16-2			1872				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040155.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2016	VZV16-4			1872				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040156.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2016	VZV16-5			1872				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040157.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2016	VZV16-7			1872				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040158.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2016	VZV16-8			1872				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040159.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2017	VZV17-6			1872				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040160.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2017	VZV17-9			1872				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040161.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2018	VZV18-2			1872				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040162.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2019	VZV19-3			1872				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040163.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2020	VZV20-4			1872				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040164.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2021	VZV21-1			1872				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040165.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2021	VZV21-4			1872				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040166.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2022	VZV22-2			1872				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040167.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2022	VZV22-3			1872				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040168.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2023	VZV23-1			1872				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040169.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2023	VZV23-2			1872				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040170.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2023	VZV23-6			1872				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
PQ040171.1			PARTIAL	1	China: Jilin	Asia									Homo sapiens		9606	true				2023	VZV23-7			1872				1		2025-10-11T00:00:00Z		GenBank		China-Japan Union Hospital of Jilin University, Department of infectious disease	China	Li,X.,Sun,H.,Qin,G.,Sun,Y.,Tian,X.,Han,M.,Wang,J.,Ji,S.,Shangwei,J.,Ji,W.	2025-10-11T00:00:00Z								Human alphaherpesvirus 3		10335
